Date;AC.PA;ACA.PA;AI.PA;AIR.PA;BN.PA;BNP.PA;CA.PA;CAP.PA;CS.PA;DG.PA;FP.PA;GLE.PA;KER.PA;LI.PA;LR.PA;MC.PA;ML.PA;OR.PA;ORA.PA;PUB.PA;RI.PA;RNO.PA;SAF.PA;SAN.PA;SOLB.BR;SU.PA;SW.PA;UG.PA;VIE.PA;VIV.PA
2010-01-04;-0.0061890733247067144;0.015090172564837393;-0.02020328389998619;-0.0032218656151681885;-0.008714350963357261;-0.0019235247037072438;0.023400508588725357;0.012367079506363454;0.016529497661972925;0.00760063967851763;0.0011998682298230627;-0.006489948894787612;-0.014701922663165928;0.0018757328482395985;0.003665263314769958;-0.00471265728704089;0.024954790190110855;-0.016036725110729323;-0.00225472722243312;-0.012106712652268085;-0.024631055405678757;0.0028753911602886375;0.047191817669363166;-0.013304100731203838;-0.004751329853498757;-0.004863190900543556;0.000990568148297059;0.008728794452399467;0.007679225215332314;-0.00023667610404011903
2010-01-05;-0.011974014717215594;0.017510769688234992;-0.006177517093136143;0.00892391646291479;-0.00011688944332461718;0.0015740829717545554;-0.007353710600801683;0.019648851029341965;0.01019359669451604;0.013684576563027748;0.0006546817992890542;0.00010004715610744162;-0.012320326418437031;-0.0199592430021034;-0.006607236803147171;0.009655701024200021;0.01356008310875301;-0.00882184766809653;-0.003108684590293808;-0.0020903388167603674;0.010892378956884887;0.024240603969109587;-0.005865063270686813;-0.005730484788155866;0.0;-0.010290374405204637;0.039082795503672406;0.061908303918002276;0.014555500306575236;-0.010804031613266473
2010-01-06;-0.010262832682529279;0.00037748528635465445;-0.0012165727173940562;0.00990119464270477;-0.002102857696350644;0.017325289915407743;-0.011352055066999576;-0.010509696230824336;-0.011365385949034345;0.0003673957393296601;0.0017419638827225502;0.027463997421658358;0.0030649831679287294;-0.007151028560204381;0.0039206716221606135;0.011315332998254938;-0.0035037429021366586;0.002693004614788562;-0.012532288345505592;0.01917003281281713;-0.010723888069890193;0.011273627678421974;-0.0031191793506853928;0.005015955575978604;0.015617931929104371;-0.0019721729782786017;-0.02886151874950298;0.014521507110190695;0.011659495796953748;-0.0030742986243620547
2010-01-07;0.0006603696923510195;0.016089996888379327;0.003157796486821288;0.009803964571989957;-0.002342066590446633;0.023426696404264247;0.009758935337132776;0.004246457815596767;0.0032187842106830467;0.014098240487630961;0.0010871039052589488;0.014895498158297719;0.03128497410012413;0.0;0.011428771146172087;0.013411431727137484;0.010128999705544685;-0.005007418691245979;-0.006613942007169921;0.004267214454524031;-0.007609768645702501;-0.007840205934443891;0.008984242621372254;-0.005554908858733636;-0.014031688914956516;-0.009047887231404022;0.0030581886864593333;-0.007519179483255622;0.03837656327627513;-0.011911628738664595
2010-01-08;-0.00636392621154274;-0.006330271178422408;-0.006203846868499996;0.00901834579518556;-0.0016424672936468541;-0.014194285191211117;-0.015042171827403654;-0.0020477095591897297;-0.005272385398251003;-0.005566779653531367;0.005418805417970897;0.0023014268147715858;0.009988945469893581;-0.0029801262240795197;-0.0053334110554263;0.007741370303067112;0.01637217817759204;0.003982290405274684;-0.0020214652301689864;0.0030612682023856506;-0.006984093594089566;-0.0044532644739618986;0.02580787725385452;0.007697156583677008;-0.01916631621697226;0.004720271077421092;-0.001222129505640462;0.005270475063256554;0.008133994823109572;0.001915224253603973
2010-01-11;-0.022329869439980842;-0.03535828422411617;-0.005137087050634909;-0.026593540650229633;0.006087391580444149;-0.004947431575601064;-0.004867600855202631;-0.008823653492820174;-0.008849739728249395;-0.015655857218107087;-0.01327389257603909;-0.010205194746806171;-0.017546327101145894;-0.005810302577662011;-0.01370551808219851;-0.029185840302384466;-0.029667178995109077;-0.006430821221466465;0.0031749843752070612;-0.006815456044542583;0.01324517849326395;-0.021916361267614277;-0.03271153198498152;-0.004467785355550099;-0.0057674088306020905;-0.01687024596549179;-0.01751854039243653;-0.02527909550676399;-0.009329819112416335;-0.013243899050450246
2010-01-12;0.004341552257033444;-0.012461125864664097;0.010612953844309474;0.000354460365726844;0.005702612461945343;-0.007209148383930888;0.030865788299174732;0.012039502878933116;-0.0005927034367816641;0.00981345086121521;-0.01090282952222344;-0.02906150792355815;0.02777148319124641;-0.007800291019972109;0.002461288412809277;0.00753290223272408;0.01745665996338359;0.014856837348365456;0.003165035261281665;0.00068343937037852;0.012072571816418163;0.029032255914921923;0.017511090216571348;0.006249382205651924;0.024622098607689387;-0.0058138929677510436;0.019229342349953778;0.005758560594777457;0.0023902805838024906;0.009409688723856677
2010-01-13;0.010108375557894561;0.010912025609942137;-0.007919110456054349;0.008823054113716328;0.0005803021303653661;0.010453346819929604;-0.008061112891134972;0.02536155255431355;0.009148701097002304;0.012374220436602067;-0.006331375592791345;0.00417531232923256;0.0035712350181530523;0.007800291019972051;0.012458879426530305;0.0013750325705268957;0.042517133225079655;-0.002036182488513125;-0.004895813340270093;0.00799818212791742;-0.00033314558069956956;0.001897157823904528;-0.0027267090060763667;0.012910201910417994;-0.009450776991614496;0.01034058565070377;-0.013768137892505587;0.020268830006572314;0.015987620377092768;0.009557886577149857
2010-01-14;-0.006727582420586096;0.0011621250575203882;-0.021764224610324387;0.013957001878245605;-0.011783471304389342;-0.03734037010293068;0.03507652984715926;-0.036367744061462606;-0.02257978526249739;-0.012862496001942761;-0.024021281332396657;-0.02766076465443192;-0.015152901291365104;0.007914788304866026;0.018997993785214995;-0.00815209492110423;-0.004655234467633419;-0.011402176191605308;-0.013368449133335179;-0.0100502242542333;-0.0041769750104696975;-0.024563021409303585;0.006463805326136765;-0.0010551159880109488;-0.019034066409622012;-0.016954017586031777;-0.010827087888296297;-0.03686283863602501;-0.015788733198128006;-0.01848154613607671
2010-01-15;0.009672242484500774;-0.013642690470266337;0.008712783808523646;0.01921809526954711;0.008181513364384246;-0.0030129067365375502;0.029425816368724864;-0.0029554142813163708;0.0030003445558636874;0.0008541845220833528;0.01663964173347906;-0.010663493391153927;0.018489076191017587;-0.004741465181765247;0.007120765404323331;0.01747642351309492;0.0018311882996325855;0.020784978326482535;0.000585126822791971;0.023685696469602505;0.0070070603820567125;0.017333865121172548;-0.006805076942497935;-0.0031711043448638026;0.000966079997130949;0.012679440101155787;0.0013755699116075992;0.009875196077326426;0.003970660151689695;-0.020320922109485034
