Date;AC.PA;ACA.PA;AI.PA;AIR.PA;BN.PA;BNP.PA;CA.PA;CAP.PA;CS.PA;DG.PA;FP.PA;GLE.PA;KER.PA;LI.PA;LR.PA;MC.PA;ML.PA;OR.PA;ORA.PA;PUB.PA;RI.PA;RNO.PA;SAF.PA;SAN.PA;SOLB.BR;SU.PA;SW.PA;UG.PA;VIE.PA;VIV.PA
2010-03-22;973105.0;7173470.0;1178320.0;2817656.0;1765021.0;3424818.0;1750162.0;1010817.0;5553476.0;1529399.0;5502585.0;4835636.0;555271.0;185182.0;631603.0;719625.0;856330.0;538709.0;6887303.0;619964.0;453441.0;2708183.0;843652.0;4584014.0;204131.0;1932840.0;382954.0;2522306.0;1889311.0;3381463.0
2010-03-23;1320434.0;6932953.0;1050778.0;4016853.0;2406727.0;3097117.0;1542610.0;1139410.0;5755000.0;1689633.0;3850208.0;4064364.0;303416.0;474447.0;655802.0;890320.0;983104.0;486147.0;4324575.0;657996.0;517015.0;2067449.0;1003884.0;2607629.0;289352.0;2207388.0;465009.0;3205345.0;4855373.0;3593894.0
2010-03-24;763588.0;8237925.0;1120564.0;5387828.0;2008235.0;3835985.0;2462835.0;1300072.0;6911409.0;1955819.0;6065430.0;3395545.0;269528.0;322865.0;564900.0;898053.0;562169.0;747982.0;6466941.0;790784.0;524701.0;2017961.0;834094.0;2671513.0;179810.0;1712962.0;306787.0;2256031.0;3082893.0;4936123.0
2010-03-25;803443.0;8530954.0;978001.0;3346628.0;1829241.0;4021093.0;1768283.0;1549268.0;10305408.0;1416655.0;5216500.0;4088188.0;305232.0;276767.0;3079700.0;702733.0;609719.0;572508.0;6120329.0;1373186.0;914661.0;3940498.0;1838409.0;2865797.0;183600.0;1716398.0;440132.0;4032458.0;3279698.0;5223838.0
2010-03-26;474193.0;6184045.0;956056.0;1511485.0;1892912.0;2448494.0;1689733.0;983367.0;7016971.0;1397676.0;4901458.0;2718069.0;317762.0;346915.0;815164.0;875646.0;899282.0;606872.0;6075732.0;788535.0;555257.0;3354491.0;1277680.0;2803286.0;144690.0;1380452.0;321773.0;2670213.0;3014583.0;4519470.0
2010-03-29;860512.0;5009600.0;806499.0;1176440.0;2555013.0;2095953.0;1273400.0;1002283.0;5924000.0;1391022.0;5107736.0;2246008.0;406878.0;244634.0;805613.0;616853.0;997535.0;537171.0;5852475.0;619578.0;473727.0;2786407.0;934191.0;2259584.0;88081.0;1590214.0;380378.0;1535533.0;1623494.0;4434994.0
2010-03-30;761470.0;5080358.0;938928.0;2453158.0;2530825.0;2404784.0;1732835.0;733819.0;7521461.0;2870429.0;6006671.0;2497548.0;400795.0;298348.0;742379.0;765595.0;1709010.0;568537.0;6134984.0;526998.0;788021.0;2391885.0;1001556.0;2106150.0;121794.0;1422062.0;575011.0;2792895.0;2048864.0;3835608.0
2010-03-31;1228942.0;7021996.0;1399309.0;1510262.0;3005065.0;5154371.0;2407164.0;1022217.0;7478606.0;2188028.0;7096240.0;3640751.0;767192.0;292456.0;676300.0;1300855.0;1215104.0;809461.0;6873086.0;1171370.0;960736.0;2692395.0;1545857.0;3138818.0;173348.0;3920514.0;605204.0;3448610.0;2576745.0;4753598.0
2010-04-01;2109342.0;4749151.0;1168184.0;1678336.0;3059080.0;2582196.0;3119536.0;1030273.0;7282357.0;2184991.0;6676940.0;2906489.0;489943.0;244030.0;487006.0;1553142.0;2108749.0;819491.0;6725349.0;1026094.0;623881.0;2224640.0;1697274.0;3239095.0;160865.0;2370264.0;403212.0;2282689.0;1590181.0;4915703.0
2010-04-06;2033422.0;5438543.0;1278013.0;1803174.0;2387105.0;2249143.0;2030437.0;925813.0;5956176.0;2036339.0;7461436.0;2530414.0;570277.0;176792.0;583000.0;1139493.0;2129879.0;803653.0;7205335.0;801688.0;462212.0;3603908.0;1467036.0;3444409.0;219226.0;2425118.0;442274.0;3370955.0;1458392.0;4773738.0
